1104	"[E] McHenry ShrfTac1 | Sheriff: Tac 1 [Law Tac]"
1105	"[E] McHenry ShrfTac2 | Sheriff: Tac 2 [Law Tac]"
1106	"[E] McHenry ShrfTac3 | Sheriff: Tac 3 [Law Tac]"
1107	"[E] McHenry Shrf Adm | Sheriff: Admin [Law Tac]"
1108	"[E] McHenry Shrf Cmd | Sheriff: Command [Law Tac]"
1109	"[E] McHenry Shrf Det | Sheriff: Detectives [Law Tac]"
1110	"[E] McHenry Shrf Inv | Sheriff: Investigative Survellience [Law Tac]"
1111	"[E] McHenry ShrfNarc | Sheriff: Narcotics [Law Tac]"
1112	"[E] McHenry NarcSurv | Sherif: Narcotics Survellience [Law Tac]"
1113	"[E] McHenry ShrfSWAT | Sheriff: SWAT [Law Tac]"
1114	"[E] McHenry ShrfGang | Sheriff: Gangs [Law Tac]"
1115	"[E] McHenry Shrf ENC | Sheriff: Encrypted A [Law Tac]"
1116	"[E] McH Cor Main | Corrections Main [Corrections]"
1117	"[E] McH Cor c2c | Corrections Car-to-Car [Corrections]"
1118	"[E] McH CorAdmin | Corrections Admin [Corrections]"
1119	"[E] McH Cor Tac1 | Corrections Tac 1 [Corrections]"
1120	"[E] McH CorTrans | Corrections Transport [Corrections]"
1121	"[E] McH Cor CERT | Corrections - CERT [Corrections]"
1122	"[E] McH Cor ENC | Corrections Encrypted B [Corrections]"
1123	"[E] McH Cor Sec | Corrections Security Main [Corrections]"
1124	"[E] McH CorSecT1 | Corrections Security Tac 1 [Corrections]"
1125	"[E] McH CorSecT2 | Corrections Security Tac 2 [Corrections]"
1126	"[E] McH CorAlarm | Corrections Security Alarm [Corrections]"
1127	"[D] McH Rural Police | Rural Police: Main [Law Dispatch]"
1128	"[E] McH Rur PD S/W | Rural Police: Statewide [Law Talk]"
1129	"[E] McH Rur PD c2c | Rural Police: Car-Car [Law Tac]"
1130	"[E] McH Rur PD Tac 1 | Rural Police: Tac 1 [Law Tac]"
1131	"[E] McH Rur PD Enc | Rural Police: Encrypted [Law Tac]"
1132	"[E] BullVally Police | Bull Valley Police [Law Dispatch]"
1133	"[E] McH Cons Police | Conservation Police [Law Dispatch]"
1134	"[E] McHenry Coroner | Coroner [Law Tac]"
1135	"[E] McH CourtSvc | Court Services [Corrections]"
1136	"[E] Hol Hills Police | Holiday Hills Police [Law Dispatch]"
1137	"[E] Hebron Police | Hebron Police [Law Dispatch]"
1138	"[E] Lakemoor Police | Lakemoor Police [Law Dispatch]"
1139	"[E] Pr Grove Police | Prairie Grove Police [Law Dispatch]"
1140	"[E] Richmond Police | Richmond Police [Law Dispatch]"
1141	"[E] SprngGrov Police | Spring Grove Police [Law Dispatch]"
1142	"[E] WndrLake Police | Wonder Lake Police [Law Dispatch]"
1143	"[E] McH Fire North | Fire: Dispatch North [Fire Dispatch]"
1144	"[E] McH Fire S/W | Fire: Statewide [Fire-Talk]"
1145	"[E] McH Fire Tac 1 | Fire: Tac1 [Fire-Tac]"
1146	"[E] McH Fire North | Fire: North (Encrypted) [Fire-Tac]"
1147	"[E] Hebron Fire c2c | Hebron FPD: Car-to-Car [Fire-Tac]"
1148	"[E] Richmnd Fire c2c | Richmond FPD: Car-to-Car [Fire-Tac]"
1149	"[E] SpGrove Fire c2c | Spring Grove FPD: Car-to-Car [Fire-Tac]"
1150	"[E] WndrLak Fire c2c | Wonder Lake FPD: Car-to-Car [Fire-Tac]"
1151	"[E] McH EMA Main | EMA: Main/Dispatch [Emergency Ops]"
1152	"[E] McH EMA S/W | EMA: Statewide [Emergency Ops]"
1153	"[E] McH EMA ENC | EMA: Encrypted [Emergency Ops]"
1154	"[E] McH EMA c2c | EMA: Car-to-Car [Emergency Ops]"
1155	"[E] McH EMA Tac 1 | EMA: Tac 1 [Emergency Ops]"
1156	"[E] McH EMA Tac 2 | EMA: Tac 2 [Emergency Ops]"
1157	"[E] McH EMA Wx | EMA: Weather [Emergency Ops]"
1158	"[E] McH EMA SAR | EMA: Search and Rescue [Emergency Ops]"
1159	"[E] McH Health Dept | Health Department [Public Works]"
1160	"[E] McH AnimalContrl | Animal Control [Public Works]"
1161	"[E] McHDOT Main | DOT: Main/Dispatch [Public Works]"
1162	"[E] McHDOT Signs | DOT: Signs [Public Works]"
1163	"[E] McHDOT Superintd | DOT: Superindents [Public Works]"
1164	"[E] McHDOT Highway | DOT: Highway [Public Works]"
1165	"[E] McHDOT Veget | DOT Vegetation [Public Works]"
1166	"[E] McHDOT Engineer | DOT: Engineers [Public Works]"
1167	"[E] McHenry Incident | Countywide Incident Command [Interop]"
1168	"[E] McH Ops 1168 | Operations [Multi-Tac]"
1169	"[E] McH Ops 1169 | Operations [Multi-Tac]"
1170	"[E] McH MedOps 1170 | Operations - Medical [Multi-Tac]"
1171	"[E] McH Ops 1171 | Operations [Multi-Tac]"
1172	"[E] McH Ops 1172 | Operations [Multi-Tac]"
1173	"[E] McH Ops 1173 | Operations [Multi-Tac]"
1174	"[E] McH Ops 1174 | Operations [Multi-Tac]"
1175	"[E] McH Ops 1175 | Operations [Multi-Tac]"
1176	"[E] McH Ops 1176 | Operations [Multi-Tac]"
1177	"[E] McH Ops 1177 | Operations [Multi-Tac]"
1179	"[D] Huntley Fire | Huntley Fire [Fire-Tac]"
1199	"[E] McH Ops 1199 | Operations [Multi-Tac]"
1201	"[D] Henry Sheriff | Sheriff: Dispatch [Deprecated]"
1202	"[D] Henry Sheriff 2 | Sheriff [Deprecated]"
1203	"[D] Henry Sheriff 3 | Sheriff [Deprecated]"
1226	"[D] SOS D1 Disp | Dispatch [Law Dispatch]"
1227	"[D] SOS D1A c2c | Car-to-Car A [Law Talk]"
1228	"[D] SOS D1B c2c | Car-to-Car B [Law Talk]"
1229	"[D] SOS D1 1229 | Operations [Law Tac]"
1230	"[D] SOS D1 1230 | Operations [Law Tac]"
1231	"[D] SOS D1 1231 | Operations [Law Tac]"
1232	"[D] SOS D1 1232 | Operations [Law Tac]"
1233	"[D] SOS D1 1233 | Operations [Law Tac]"
1234	"[D] SOS D1 1234 | Operations [Law Tac]"
1235	"[D] SOS D1 1235 | Operations [Law Tac]"
1236	"[D] SOS D1 1236 | Operations [Law Tac]"
1237	"[D] SOS D1 c2c* | Car-to-Car (Chicago Area) [Law Tac]"
1241	"[D] SOS D1 1241 | District 1 - Ops [Law Tac]"
1243	"[D] SOS D1 1243 | Operations [Law Tac]"
1251	"[E] SOS D1 1251 | Operations [ENC] [Law Tac]"
1265	"[D] SOS2 Ops1265 | Operations [Law Tac]"
1268	"[D] SOS D1 1268 | Operations [Law Tac]"
1276	"[D] IDNR1 Dist 1 | District 1 [Law Tac]"
1277	"[D] IDNR1 Dist 5 | District 5 [Law Tac]"
1278	"[D] IDNR1 Dist 6 | District 6 [Law Tac]"
1279	"[D] IDNR1 Det A | Detail A [Law Tac]"
1280	"[D] IDNR1 Det B | Detail B [Law Tac]"
1281	"[D] IDNR2 Dist 2 | District 2 [Law Tac]"
1282	"[D] IDNR2 Dist 3 | District 3 [Law Tac]"
1283	"[D] IDNR2 Dist 4 | District 4 [Law Tac]"
1284	"[D] IDNR2 Det A | Detail A [Law Tac]"
1285	"[D] IDNR2 Det B | Detail B [Law Tac]"
1302	"[D] SOS2 Ops1302 | Operations (Madison Co) [Law Tac]"
1303	"[E] SOS2 Ops1303 | Operations [Law Tac]"
1304	"[D] SOS2 Ops1304 | Operations [Law Tac]"
1305	"[D] SOS2 Ops1305 | Operations [Law Tac]"
1306	"[D] SOS2 Ops1306 | Operations [Law Tac]"
1328	"[D] SOS2 Ops1238 | Operations [Law Tac]"
1351	"[D] DU WtrCmnsn | Du Page Water Commission [Public Works]"
1376	"[D] Boone Shrf/Law 1 | Sheriff/Rural Law Dispatch [Ch 1] [Law Dispatch]"
1377	"[D] Boone Shrf/Law 2 | Sheriff/Rural Law County 2 [Ch 2] [Law Tac]"
1378	"[E] Boone LawTac3 | Sheriff/Rural Law Tac [Ch 3] [ENC] [Law Tac]"
1379	"[D] Boone LawTac4 | Sheriff/Rural Law Tac [Ch 4] [Law Tac]"
1380	"[D] Boone LawTac5 | Rural Law City 5 - Special Details [City 5] [Law Tac]"
1381	"[D] Boone City 6 | Sheriff/Rural Law City 6 - Multi-Agency Operations [Law Tac]"
1382	"[E] Boone City 7 | Sheriff/Rural Law City 7 - Multi-Agency Operations (Encrypted) [Law Tac]"
1383	"[E] Belvidere Law S/ | Sheriff/Rural Law Belvidere Statewide (All Encrypted?) [Law Tac]"
1384	"[D] Boone Law 1384 | Sheriff/Rural Law Operations [Law Tac]"
1385	"[D] Boone Law 1385 | Sheriff/Rural Law Operations [Law Tac]"
1401	"[D] T1 Dist/wide | District-Wide Operations [Public Works]"
1402	"[D] T1B NE/McHnr | Northeast and McHenry Secondary (out of service?) [Public Works]"
1403	"[D] T1C Kane | Kane County / I-290/53 Secondary (out of service?) [Public Works]"
1404	"[D] T1D Central | Central Secondary (out of service?) [Public Works]"
1405	"[D] T1E South | South Secondary (out of service?) [Public Works]"
1406	"[D] T1F ExwyAlt | Expressways Alternate (out of service?) [Public Works]"
1407	"[D] T2 Ops A | Operations A [Public Works]"
1408	"[D] T2 Ops B | Operations B [Public Works]"
1409	"[D] T3 Ops A | Operations A [Public Works]"
1410	"[D] T3 Ops B | Operations B [Public Works]"
1411	"[D] T1 Task 1 | Task 1 - Incident / Special Assignment [Public Works]"
1412	"[D] T1 Task 2 | Task 2 - Incident / Special Assignment [Public Works]"
1413	"[D] IDOT Z1 Zonewd | Zone 1 - Zonewide (""Extra 1"") [Public Works]"
1414	"[D] T2 Ops C | Operations C (was Detail A) [Public Works]"
1415	"[D] T2 Ops D | Operations D (was Detail B) [Public Works]"
1416	"[D] T3 Ops C | Operations C (was Detail A) [Public Works]"
1417	"[D] T3 Kankakee | Kankakee Yard (was Detail B and also Operations D) [Public Works]"
1418	"[D] T3 Watseka | Watseka Yard [Public Works]"
1419	"[D] T3 Ashkum | Ashkum Yard [Iroquois County] [Public Works]"
1420	"[D] T1 ETP Disp | Emergency Traffic Patrol (Minutemen) Dispatch [Public Works]"
1421	"[D] T1 Admin | Administration Dispatch [Public Works]"
1422	"[D] T1 ETP M/M | Emergency Traffic Patrol (Minutemen) Mobile to Mobile [Public Works]"
1423	"[D] T1 Admin M/M | Administration: Mobile to Mobile [Public Works]"
1426	"[D] Parole 1426 | Parole Officers (Chicago Heights office) [Corrections]"
1427	"[D] Parole 1427 | Parole Officers (Chicago area) [Corrections]"
1428	"[D] Parole 1428 | Parole Officers (Chicago area) [Corrections]"
1429	"[D] Parole 1429 | Parole Officers (Chicago area) [North 1] [Corrections]"
1430	"[D] Parole 1430 | Parole Officers (Chicago area) [Corrections]"
1431	"[D] Parole 1431 | Parole Officers (Chicago area) (Encryption noted) [Corrections]"
1432	"[D] IDJJ Ops | Illinois Youth Centers, mobiles [Corrections]"
1433	"[D] Parole 1433 | Parole Officers (North Aurora office) (Tom units), IDJJ? [Corrections]"
1434	"[D] Parole 1434 | Parole Officers (Chicago area) [Corrections]"
1435	"[E] Parole 1435 | Parole Officers (Chicago area) [Corrections]"
1436	"[E] IDOC 1436 | Operations [Corrections]"
1437	"[E] IDOC 1437 | Operations [Corrections]"
1438	"[D] IDOC 1438 | Operations [Corrections]"
1439	"[D] IDOC 1439 | Operations [Corrections]"
1440	"[D] IDOC 1440 | Operations [Corrections]"
1441	"[D] IDOC 1441 | Operations [Corrections]"
1442	"[D] IDOC 1442 | Operations [Corrections]"
1443	"[D] IDOC 1443 | Operations [Corrections]"
1444	"[D] IDOC 1444 | Operations [Corrections]"
1445	"[D] IDOC 1445 | Operations [Corrections]"
1446	"[D] IDOC 1446 | Operations [Corrections]"
1447	"[D] IDOC 1447 | Operations [Corrections]"
1448	"[D] IDOC 1448 | Operations [Corrections]"
1450	"[D] IDOC 1450 | Operations [Corrections]"
1451	"[D] DU FPD Old 1 | (Old) Forest Preserve District Police :Primary [Deprecated]"
1452	"[D] DU FPD Old 2 | (Old) Forest Preserve District Police: Secondary [Deprecated]"
1476	"[D] MABB Securty | Michael A. Bilandic Building: Security [Security]"
1490	"[E] ISP Ops 1490 | Operations [Law Tac]"
1495	"[E] ISP Ops 1495 | Operations [Law Tac]"
1501	"[E] ISP Z1 1501 Enc | Special Units - Encrypted [Law Tac]"
1551	"[D] Elgin Fire Disp | Fire: Dispatch [Fire Dispatch]"
1552	"[D] Elgin Fire Ops2 | Fire: Operations 2 [Fire-Talk]"
1553	"[D] Elgin Fire Ops3 | Fire: Operations 3 [Law Tac]"
1554	"[D] Elgin Fire Ops4 | Fire: Operations 4 [Fire-Talk]"
1555	"[D] Elgin Fire Ops | Fire: Operations 5 [Fire-Talk]"
1556	"[D] Elgin Fire IMS | Fire: Incident Management System (IMS) [Fire-Talk]"
1557	"[D] Elgin Fire Trng | Fire: Training [Fire-Talk]"
1558	"[E] ElginPD Invstgtn | Police: Investigations [Law Tac]"
1559	"[D] Elgin Fire Dive | Fire: Dive Team Operations [Fire-Talk]"
1560	"[D] Elgin Fire TRT | Fire: Technical Rescue Team (TRT) [Fire-Talk]"
1561	"[D] Elgin Fire Hazma | Fire: Hazardous Materials (HazMat) Ops [Fire-Talk]"
1562	"[E] ElginPD Travel | Police: Travel [Law Talk]"
1563	"[E] Elgin Police | Police: Dispatch [Law Dispatch]"
1564	"[E] Elgin Police Alt | Police: Alternate [Law Dispatch]"
1565	"[E] Elgin Police 3 | Police: Channel 3 [Law Talk]"
1566	"[E] Elgin Police 4 | Police: Channel 4 [Law Talk]"
1567	"[E] Elgin Police 5 | Police: Channel 5 [Law Talk]"
1568	"[E] Elgin Police 6 | Police: Channel 6 [Law Talk]"
1569	"[E] Elgin Police 7 | Police: Channel 7 [Law Talk]"
1570	"[E] ElginPDRadio | Police: Radio [Law Talk]"
1571	"[E] Elgin PD Surv 1 | Police: Surveillance 1 [Law Tac]"
1572	"[E] Elgin PD Surv 2 | Police: Surveillance 2 [Law Tac]"
1573	"[E] Elgin PD WSurv1 | Police: W-Surveillance 1 [Law Tac]"
1574	"[E] Elgin PD WSurv2 | Police: W-Surveillance 2 [Law Tac]"
1575	"[E] Elgin PD WSurv2 | Police: W-Surveillance 2 [Law Tac]"
1576	"[E] Elgin PoliceTRT1 | Police: Tactical Response Team Ops 1 [Law Tac]"
1577	"[E] Elgin PoliceTRT2 | Police: Tactical Response Team Ops 2 [Law Tac]"
1578	"[E] Elgin PD Drug 1 | Police: Drug Ops 1 [Law Tac]"
1579	"[E] Elgin PD Drug 2 | Police: Drug Ops 2 [Law Tac]"
1580	"[E] Elgin PD Trnsprt | Police: Transport [Law Talk]"
1581	"[D] Elgin Code | Building Code Enforcement [Public Works]"
1582	"[D] Elgin CERT 1 | Citizens Emergency Response Team (CERT) 1 [Emergency Ops]"
1583	"[D] Elgin CERT 2 | Citizens Emergency Response Team (CERT) 2 [Emergency Ops]"
1584	"[D] Elgin CERT 3 | Citizens Emergency Response Team (CERT) 3 [Emergency Ops]"
1585	"[D] Elgin Parks 1 | Parks: Channel 1 [Public Works]"
1586	"[D] Elgin Parks 2 | Parks: Channel 2 [Public Works]"
1587	"[D] Elgin Parks 3 | Parks: Channel 3 [Public Works]"
1588	"[D] Elgin Parks 4 | Parks: Channel 4 [Public Works]"
1589	"[D] Elgin Parks 5 | Parks: Channel 5 [Public Works]"
1590	"[D] Elgin Citywide 1 | Citywide: Operations 1 [Multi-Talk]"
1591	"[D] Elgin Citywide 2 | Citywide: Operations 2 [Multi-Talk]"
1592	"[D] Elgin Citywide 3 | Citywid:e Operations 3 [Multi-Talk]"
1593	"[E] Elgin Event 1 | Event: Channel 1 [Multi-Tac]"
1594	"[E] Elgin Event 2 | Event: Channel 2 [Multi-Tac]"
1595	"[E] Elgin Event 3 | Event :Channel 3 [Multi-Tac]"
1596	"[E] Elgin Event 4 | Event: Channel 4 [Multi-Tac]"
1597	"[E] Elgin Event 5 | Event: Channel 5 [Multi-Tac]"
1598	"[E] Elgin Event 6 | Event: Channel 6 [Multi-Tac]"
1599	"[D] Elgin SCADA | SCADA Data [Data]"
1600	"[D] Elgin Citywide | Citywide Channel [Multi-Talk]"
1601	"[D] JJC Security | Joliet Junior College: Security [Security]"
1651	"[D] Stphsn Sheriff 1 | Sheriff: Dispatch - Ch 1 [SCSO1] [Law Dispatch]"
1652	"[D] Stphsn Sheriff 2 | Sheriff: Ch 2 [SCSO2] [Law Dispatch]"
1655	"[D] Stphsn LawCommon | Sheriff / Freeport Police :Common [Law Talk]"
1676	"[D] MABAS 1676 | Operations [Fire-Tac]"
1677	"[E] MABAS 1677 | Operations [Fire-Tac]"
1678	"[D] MABAS 1678 | Operations [Fire-Tac]"
1679	"[D] MABAS 1679 | Operations [Fire-Tac]"
1701	"[E] RockPDCntrl1 | Rockford Police Control 1 - City West [Law Dispatch]"
1702	"[E] RockPDCntrl2 | Rockford Police Control 2 - City East [Law Dispatch]"
1703	"[E] RockPD 1703 | Rockford Police 10-28s [Law Dispatch]"
1705	"[E] RockPDCntrl5 | Rockford Police Control 5 - Detectives / Traffic [Law Tac]"
1706	"[E] RockPD 1706 | Rockford Police Operations [Law Tac]"
1707	"[E] RockPD-1707E | Rockford Police Operations [Law Tac]"
1709	"[E] RockPD-1709E | Rockford Police Operations [Law Tac]"
1714	"[E] Winn Ops1714 | Operations [Law Tac]"
1715	"[E] Winn 1715 E | Operations [Law Tac]"
1716	"[E] Winn Ops1716 | Operations [Law Tac]"
1717	"[E] Winn 1717 E | Operations [Law Tac]"
1719	"[E] Winn Ops1719 | Rockford Police or Winnebago Co - Encrypted [Law Tac]"
1720	"[E] Winn Ops1720 | Operations [Law Tac]"
1724	"[E] Winn Ops1724 | Rockford Police or Winnebago Co - Encrypted [Law Tac]"
1725	"[E] Winn Ops1725 | Operations [Law Tac]"
1726	"[E] Rckfd FirePG | Rockford Fire Paging (Simulcast of 151.175 CSQ) [Fire Dispatch]"
1728	"[D] Winn Ops1728 | Operatons [Multi-Tac]"
1729	"[E] Winn Ops1729 | Operations (testing 7/13) [Multi-Tac]"
1735	"[E] Winn Ops1735 | Operations [Multi-Tac]"
1736	"[E] Winn Ops1736 | Operations [Multi-Tac]"
1743	"[D] Winn LE Tac | Unid Tactical operations [Law Tac]"
1751	"[E] Rkfd Park PD | Rockford Park District Police [Law Tac]"
1776	"[D] MWRD Police1 | Metropolitan Water Reclamation District of Greater Chicago: Police [Law Dispatch]"
1777	"[D] MWRD Police2 | Metropolitan Water Reclamation District of Greater Chicago: Police [Law Tac]"
1829	"[D] Rochelle Police | Rochelle Police Dispatch [Law Dispatch]"
1852	"[D] Freeport Police1 | Freeport: Police - Ch 1 [FPD1] [Law Dispatch]"
1853	"[D] Freeport Police2 | Freeport: Police - Ch 2 [FPD2] [Law Dispatch]"
1854	"[E] Freeport Police3 | Freeport Police: Ops / Encrypted [Law Tac]"
1857	"[D] FMH Security | Freeport Memorial Hospital: Security [Security]"
1891	"[D] BCFPD Fire 2 | Barrington-Countryside Fire Protection District Fire 2 [Fire-Tac]"
1892	"[D] BCFPD Tac 1 | Barrington-Countryside Fire Protection District Tac 1 [Fire-Tac]"
1901	"[D] DeKCi Police | De Kalb Police Dispatch (Simulcast 155.52) [Law Dispatch]"
1904	"[D] DeKCi PD Sec | De Kalb Police Secondary (ENC & Clear) [Law Tac]"
1907	"[D] DeKCi Spec1 | De Kalb Police Special 1 (Events) [Law Tac]"
1926	"[D] Knox Sheriff | Sherrff Dispatch (Dispatch side simulcast on 155.535) [Law Dispatch]"
1927	"[D] Knox Sheriff 2 | Sheriff Dispatch Secondary [Law Dispatch]"
1928	"[D] Knox Sheriff 3 | Sheriff Operations [Law Tac]"
1929	"[D] Galesburg Police | Galesburg Police (GPD still using 460.100 for dispatch/ops) [Law Tac]"
1930	"[D] Knox Sheriff 4 | Sheriff Operations [Law Tac]"
1951	"[D] Romeo Police 1 | Romeoville Police: Dispatch [Law Dispatch]"
1952	"[D] Romeo Police 2 | Romeoville Police: Citywide [Law Tac]"
1953	"[D] Romeo Police 3 | Romeoville Police: Ops [Law Tac]"
1954	"[D] Romeo Police 4 | Romeoville Police: Ops [Law Tac]"
1955	"[D] Romeo PD c2c | Romeoville Police: Car-to-Car [Law Tac]"
1956	"[D] Romeo PD Inv | Romeoville Police: Investigations [Law Tac]"
2000	"[D] ITH Ops 2000 | Operations [Public Works]"
2001	"[D] ITH Ops 2001 | Operations [Public Works]"
2002	"[D] ITH Maint N | North Maintenance / HELP Trucks [F-2] [Public Works]"
2003	"[E] ITH Collectn | Collections [Encrypted ] [Public Works]"
2004	"[D] ITH Mnt AltN | Maintenance Alternate - North (""A Alternate"", ""A Ops"") [Public Works]"
2006	"[D] ITH MaintRW1 | Maintenance - Roadwide 1 [Public Works]"
2007	"[D] ITH MaintRW2 | Maintenance - Roadwide 2 (also HELP Trucks) [Public Works]"
2008	"[D] ITH MaintRW3 | Maintenance - Roadwide 3 [Public Works]"
2009	"[D] ITH Maintc2c | Maintenance - Car-to-Car [Public Works]"
2010	"[D] ITH Mnt Dstr | Maintenance - Disaster [Public Works]"
2011	"[D] ITH Mnt 2011 | Maintenance [Public Works]"
2012	"[D] ITH Mnt 2012 | Maintenance [Public Works]"
2013	"[D] ITH Maint M1 | Maintenance Garage M-1 (Alsip) [Public Works]"
2014	"[D] ITH Maint M2 | Maintenance Garage M-2 (Hillside) [Public Works]"
2015	"[D] ITH Maint M3 | Maintenance Garage M-3 (Park Ridge) [Public Works]"
2016	"[D] ITH Maint M4 | Maintenance Garage M-4 (Gurnee) [Public Works]"
2017	"[D] ITH Maint M5 | Maintenance Garage M-5 (Arlington Heights) [Public Works]"
2018	"[D] ITH Maint M6 | Maintenance Garage M-6 (Marengo-Hampshire) [Public Works]"
